selector,exchange,product,strategy,status,success,days,backfill_days,period_length,min_periods,end_balance,profit_pct,buy_hold_end_balance,buy_hold_profit_pct,vs_buy_hold_pct,total_trades,length_days,total_sells,total_losses,log_file
stub.BTC-USD,stub,BTC-USD,volume_universal,0,false,1,1,1m,52,,,,,,,,,,simulations/reports/backtest_20260501_214629_logs/stub_BTC-USD__volume_universal.log
